FamilyID	Arabidopsis_thaliana<1>	Zea_mays<2>	Sorghum_bicolor<3>	Oryza_sativa<4>	Brachypodium_distachyon<5>	Avena_sativa<6>	Hordeum_vulgare<7>	Triticum_aestivum<8>	Triticum_turgidum<9>	<10>	<11>	<12>	<13>	<14>	<15>	<16>	<17>
OG0011171	0	0	-1	0	2	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011172	2	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0
OG0011173	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011174	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011175	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011180	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011181	0	1	0	0	-1	-1	1	0	-2	0	0	0	0	0	0	1	0
OG0011182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011184	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011188	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011192	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011197	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011203	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0
OG0011204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011208	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
OG0011209	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011218	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011226	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0
OG0011227	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011236	0	-1	0	0	0	-1	0	0	-1	0	1	0	0	0	-1	0	0
OG0011237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011239	1	1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011241	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0
OG0011242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011243	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0
OG0011244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011245	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011247	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011248	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011250	0	1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0
OG0011251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011254	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011255	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011260	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011265	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011266	0	-1	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0
OG0011267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011268	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011273	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011278	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011281	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011282	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011283	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011286	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011292	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0011293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011295	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011305	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011306	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011310	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011316	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011318	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011323	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011324	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011326	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	-1
OG0011327	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011330	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011331	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0
OG0011332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011334	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011337	0	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011340	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011343	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011348	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011350	1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1
OG0011351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011353	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011354	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011355	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011357	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
OG0011358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011359	0	0	0	0	0	-1	0	1	-1	0	0	0	0	0	0	0	0
OG0011360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011362	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011371	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011372	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011373	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011375	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011377	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0011378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011386	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011388	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011392	1	0	0	0	-1	1	0	0	0	0	0	-1	0	0	0	0	0
OG0011393	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011397	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0011398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011399	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011406	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011409	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011411	0	1	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0
OG0011412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011414	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011415	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0
OG0011416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011420	2	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011421	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011422	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011429	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011432	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011444	2	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011445	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0011446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011447	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011450	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011451	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011454	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011455	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011457	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011460	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0011461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011462	2	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
OG0011463	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011464	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011468	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011470	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011472	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011474	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0011475	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011479	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011482	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011483	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011485	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011487	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011488	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011490	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011493	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011494	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
OG0011495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011501	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011503	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011505	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011507	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0
OG0011508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011510	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0011513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
